Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,50MA,200MA,EMA12,EMA26,MACD,Signal,Histogram,RSI,20MA,20STD,Upper Band,Lower Band
2024-04-18 00:00:00-04:00,167.24031189258443,167.8474456964944,165.7672716683895,166.2549591064453,43122900,0.0,0.0,,,,166.2549591064453,166.2549591064453,0.0,0.0,0.0,,,,,
2024-04-19 00:00:00-04:00,165.42888374733738,165.6179780634261,163.3088890664717,164.2245635986328,67772100,0.0,0.0,-0.012212541019678946,,,165.94259056678186,166.10455943919993,-0.1619688724180719,-0.03239377448361438,-0.1295750979344575,,,,,
2024-04-22 00:00:00-04:00,164.74211969252124,166.47393259764522,163.9956444231876,165.06060791015625,48116400,0.0,0.0,0.005090860302523037,,,165.806900927301,166.0272296963078,-0.2203287690068123,-0.06998077338825397,-0.15034799561855833,,,,,
2024-04-23 00:00:00-04:00,164.57291251221173,166.26492000363532,164.14492548116624,166.11561584472656,49537800,0.0,0.0,0.006391639700882301,,,165.85439552998184,166.03377681841292,-0.17938128843107393,-0.09186087639681796,-0.08752041203425596,,,,,
2024-04-24 00:00:00-04:00,165.75730653407012,168.50434510258808,165.42887079721268,168.2256622314453,48251800,0.0,0.0,0.01270227591782258,,,166.21920579174545,166.19613870085976,0.023067090885689367,-0.0688752829403165,0.09194237382600587,,,,,
2024-04-25 00:00:00-04:00,168.73325927633826,169.80818542681567,167.35973999732644,169.09156799316406,50558300,0.0,0.0,0.0051472869848325775,,,166.66110766888679,166.41061494473416,0.2504927241526218,-0.005001681521728838,0.25549440567435067,,,,,
2024-04-26 00:00:00-04:00,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400,0.0,0.0,-0.003472788414292771,,,166.94468322057847,166.5657063380785,0.37897688249995554,0.07179403128260804,0.3071828512173475,,,,,
2024-04-29 00:00:00-04:00,172.55520693212748,175.20270935632288,172.28648678772151,172.68460083007812,68169400,0.0,0.0,0.024807977396928527,,,167.8277474681938,167.01895778193034,0.8087896862634523,0.21919316227877692,0.5895965239846753,,,,,
2024-04-30 00:00:00-04:00,172.51541154910535,174.1676137755898,169.20105955998108,169.52951049804688,65934800,0.0,0.0,-0.01827082621649545,,,168.08955716509428,167.20492464979083,0.8846325153034513,0.3522810328837118,0.5323514824197395,,,,,
2024-05-01 00:00:00-04:00,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100,0.0,0.0,-0.006047099057576055,,,168.15337125583096,167.30117828720503,0.8521929686259284,0.45226342003215514,0.3999295485937733,,,,,
2024-05-02 00:00:00-04:00,171.69926693100732,172.6049939419865,170.08688513916925,172.21682739257812,94214900,0.0,0.0,0.0220319455558724,,,168.77851835379207,167.6653004431586,1.113217910633466,0.5844543181524173,0.5287635924810488,,,,,
2024-05-03 00:00:00-04:00,185.7727942523785,186.12115543095717,181.80155578938326,182.51817321777344,163224100,0.0,0.0,0.059816139811429636,,,170.89231140978922,168.76551324127823,2.1267981685109874,0.8929230882241314,1.233875080286856,,,,,
2024-05-06 00:00:00-04:00,181.49304025440043,183.33433694545525,179.5721025190793,180.85604858398438,78569700,0.0,0.0,-0.009106625408779823,,,172.42519405197308,169.66110845184906,2.7640856001240195,1.267155590604109,1.4969300095199105,,,,,
2024-05-07 00:00:00-04:00,182.58783874817743,184.0310211595987,180.46785941606433,181.5427703857422,77305800,0.0,0.0,0.0037970629521904,,,173.82789810332218,170.54123155806337,3.286666545258811,1.6710577815350496,1.6156087637237613,73.73309266286711,,,,
2024-05-08 00:00:00-04:00,181.9906787165348,182.20964601288568,180.59724908638574,181.88119506835938,45057100,0.0,0.0,0.0018641595140258538,,,175.06686686717407,171.38122885512234,3.685638012051726,2.073973827638385,1.6116641844133408,74.00622330866796,,,,
2024-05-09 00:00:00-04:00,181.70202754035518,183.79216432803474,181.25414542501753,183.7025909423828,48983000,0.0,0.0,0.010014206654727964,,,176.39543980182157,172.29392234306755,4.101517458754017,2.4794825538615117,1.6220349048925056,80.11704129570245,,,,
2024-05-10 00:00:00-04:00,184.280653249985,184.47001925959685,181.51994258592455,182.43685913085938,50759500,0.25,0.0,-0.006890114097086508,,,177.32488892936584,173.04525099401508,4.279637935350763,2.839513630159362,1.440124305191401,76.51493984386788,,,,
2024-05-13 00:00:00-04:00,184.81883849593646,186.47328168344126,184.00157793065927,185.65602111816406,72044800,0.0,0.0,0.01764534865728873,,,178.60660157379633,173.97938211432242,4.627219459473906,3.1970547960222713,1.430164663451635,77.96995686781914,,,,
2024-05-14 00:00:00-04:00,186.88188838827716,187.66925062518712,185.66597383097238,186.80215454101562,52393600,0.0,0.0,0.006173424465033106,,,179.86745587644546,174.9292171088923,4.938238767553173,3.545291590328452,1.392947177224721,77.34479268630695,,,,
2024-05-15 00:00:00-04:00,187.28058361009533,190.01139602124525,186.7423838683229,189.0845184326172,70400000,0.0,0.0,0.012218081195098929,,,181.28546550047187,175.97775794768674,5.307707552785132,3.897774782819788,1.409932769965344,78.25171417482427,175.24464721679686,8.39976902840426,192.0441852736054,158.44510915998833
2024-05-16 00:00:00-04:00,189.83199615864385,190.45989075478766,189.02471179656044,189.2041015625,52845200,0.0,0.0,0.0006324321571860025,,,182.50371720232235,176.95748710433958,5.546230097982772,4.227465845852385,1.3187642521303866,79.64224235694218,176.3921043395996,8.670230347256336,193.73256503411227,159.05164364508693
2024-05-17 00:00:00-04:00,188.87519880271202,190.17084727488813,188.54630236847427,189.23399353027344,41282900,0.0,0.0,0.00015798794807597716,,,183.53914432969944,177.86685795070505,5.672286378994386,4.516429952480785,1.1558564265136004,76.89592834239717,177.64257583618163,8.626386943382947,194.89534972294751,160.38980194941576
2024-05-20 00:00:00-04:00,188.69582178398366,191.27714266640717,188.37688635675946,190.40008544921875,44361300,0.0,0.0,0.006162169371322523,,,184.5946737327024,178.79524517281718,5.799428559885229,4.773029673961674,1.0263988859235544,86.26308656220041,178.90954971313477,8.541601479261614,195.992752671658,161.82634675461154
2024-05-21 00:00:00-04:00,190.44991454290118,192.08442053272114,190.28048580582154,191.70570373535156,42309400,0.0,0.0,0.0068572358203118355,,,185.6886783484946,179.7515754367086,5.937102911785985,5.005844321526537,0.9312585902594481,89.92377187436328,180.189054107666,8.440299149096548,197.0696524058591,163.30845580947292
2024-05-22 00:00:00-04:00,191.625965130265,192.17412585880137,189.63266445026173,190.2605438232422,34648500,0.0,0.0,-0.00753842939438254,,,186.39204226768652,180.53001753941479,5.862024728271734,5.177080402875577,0.6849443253961578,83.67653114752977,181.29079818725586,8.232060892974836,197.75491997320552,164.8266764013062
